station,area,habitat,receiver,model,transmit_id,code_set,type,ret_req,target,company,bma,farm_id,farm_name,vessel,techs,lat_dd,long_dd,lat_ddm,long_ddm,lat_deploy_dd,long_deploy_dd,deploy_datetime_utc_3,deploy_datetime_utc,gps,recorded_deploy_depth,est_depth,riser_length,instrument_depth,deployment_comments,retrieved_y_n_l,status,retreival_vessel,retrieval_techs,retrieval_latitude_dd,retrieval_longitude_dd,gps_id,ret_depth,ret_datetime_utc_3,ret_datetime_utc,offload_datetime_utc_3,offload_datetime_utc,saved_in_folder,backed_up,fouling,hydrophone_coverage,organisms,data_check,added_to_vue_y_n,log_size,filename,retrieval_comments
FI-07,Fundy Isles,outer bay,547442,VR2AR,61906,A69-1601-61906,gate,July,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",45.00278,-66.86177,45° 0.167',-66° 51.706',45.00274,-66.86207,2021-05-06T14:19:00Z,2021-05-06T17:19:00Z,60,NA,95.9,2.5,95.3486,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",45.00234,-66.86222,688,NA,2021-07-07T10:40:00Z,2021-07-07T13:40:00Z,2021-07-08T12:11:00Z,2021-07-08T15:11:00Z,Y,Y,light,10,hydrozoan,Y,Y,3.4,VR2AR_547442_20210708_1.csv,NA
FI-07B,Fundy Isles,outer bay,546753,VR2AR,61217,A69-1601-61217,gate,November,bay,NA,NA,NA,NA,Viola,"Wilson, B.; Black, M.",45.002776,-66.86177,45° 0.167',-66° 51.706',45.00217,-66.86218,2021-07-07T10:41:00Z,2021-07-07T13:41:00Z,689,NA,70.9,2.5,70.2947,NA,Y,recovered,Viola,"Wilson, B.",45.00177,-66.86165,49,NA,2021-11-29T10:40:00Z,2021-11-29T13:40:00Z,2021-12-10T10:14:00Z,2021-12-10T13:14:00Z,Y,Y,light,20,hydrozoan,Y,Y,7.2,VR2AR_546753_20211210_1.csv,NA
FI-08,Fundy Isles,outer bay,547443,VR2AR,61907,A69-1601-61907,gate,July,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.99839,-66.86497,44° 59.903',-66° 51.898',44.99839,-66.86504,2021-05-06T14:12:00Z,2021-05-06T17:12:00Z,59,NA,68.6,2.5,68.0128,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",44.99794,-66.86526,690,NA,2021-07-07T10:46:00Z,2021-07-07T13:46:00Z,2021-07-08T12:37:00Z,2021-07-08T15:37:00Z,Y,Y,clean,10,hydrozoan,Y,Y,3.1,VR2AR_547443_20210708_1.csv,NA
FI-08B,Fundy Isles,outer bay,545684,VR2AR,60148,A69-1601-60148,gate,November,bay,NA,NA,NA,NA,Viola,"Wilson, B.; Black, M.",44.998388,-66.864969,44° 59.903',-66° 51.898',44.99849,-66.865,2021-07-07T10:48:00Z,2021-07-07T13:48:00Z,691,NA,73.2,2.5,72.6324,NA,Y,recovered,Viola,"Wilson, B.",45.99782,-66.86462,50,NA,2021-11-29T10:48:00Z,2021-11-29T13:48:00Z,2021-12-10T12:08:00Z,2021-12-10T15:08:00Z,Y,Y,light,0,hydrozoan,Y,Y,6.2,VR2AR_545684_20211210_1.csv,NA
FI-09,Fundy Isles,outer bay,547444,VR2AR,61908,A69-1601-61908,gate,July,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.99449,-66.86916,44° 59.669',-66° 52.150',44.99453,-66.86903,2021-05-06T14:09:00Z,2021-05-06T17:09:00Z,58,NA,35.6,2.5,35.0198,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",44.99434,-66.86932,692,NA,2021-07-07T10:54:00Z,2021-07-07T13:54:00Z,2021-07-08T15:43:00Z,2021-07-08T18:43:00Z,Y,Y,light,10,hydrozoan,Y,Y,2.6,VR2AR_547444_20210708_1.csv,NA
FI-09B,Fundy Isles,outer bay,124677,VR2W,NA,NA,gate,November,bay,NA,NA,NA,NA,Viola,"Wilson, B.; Black, M.",44.994486,-66.869164,44° 59.669',-66° 52.150',44.99458,-66.86909,2021-07-07T10:59:00Z,2021-07-07T13:59:00Z,693,NA,35.6,0.8,35.0198,NA,Y,recovered,Viola,"Wilson, B.",44.99458,-66.86909,na,NA,2021-11-29T11:01:00Z,2021-11-29T14:01:00Z,2021-12-10T12:10:00Z,2021-12-10T15:10:00Z,Y,Y,light,0,hydrozoan,Y,Y,1.8,VR2W_124677_20211210_1.csv,NA
FI-10,Fundy Isles,outer bay,547445,VR2AR,61909,A69-1601-61909,gate,July,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.98856,-66.87476,44° 59.314',-66° 52.486',44.98865,-66.87492,2021-05-06T14:02:00Z,2021-05-06T17:02:00Z,57,NA,39.9,2.5,39.3276,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",44.98867,-66.87503,694,NA,2021-07-07T11:11:00Z,2021-07-07T14:11:00Z,2021-07-08T12:23:00Z,2021-07-08T15:23:00Z,Y,Y,light,20,hydrozoan,Y,Y,3,VR2AR_547445_20210708_1.csv,NA
FI-10B,Fundy Isles,outer bay,546501,VR2AR,60965,A69-1601-60965,gate,November,bay,NA,NA,NA,NA,Viola,"Wilson, B.; Black, M.",44.988563,-66.874761,44° 59.314',-66° 52.486',44.98862,-66.87512,2021-07-07T11:13:00Z,2021-07-07T14:13:00Z,695,NA,39.9,2.5,39.3276,NA,Y,recovered,Viola,"Wilson, B.",44.98845,-66.87495,51,NA,2021-11-29T11:10:00Z,2021-11-29T14:10:00Z,2021-12-10T10:35:00Z,2021-12-10T13:35:00Z,Y,Y,light,20,jingle shells,Y,Y,6.1,VR2AR_546501_20211210_1.csv,NA
FI-11,Fundy Isles,outer bay,546754,VR2AR,61218,A69-1601-61218,gate,November,bay,NA,NA,NA,NA,Eubalaena,"Wilson, B.; Black, M.",44.984610000000004,-66.87789,44° 59.076',-66° 52.673',44.98466,-66.87786,2021-05-13T10:27:00Z,2021-05-13T13:27:00Z,126,NA,82.1,2.5,81.4994,NA,Y,recovered,Viola,"Wilson, B.",44.98431,-66.877716,53,NA,2021-11-29T11:27:00Z,2021-11-29T14:27:00Z,2021-12-10T12:13:00Z,2021-12-10T15:13:00Z,Y,Y,medium,20,hydrozoan,Y,Y,8.7,VR2AR_546754_20211210_1.csv,NA
FI-12,Fundy Isles,outer bay,549649,VR2AR,60257,A69-1601-60257,gate,July,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.98037,-66.88124,44° 58.822',-66° 52.874',44.98037,-66.88124,2021-05-06T13:58:00Z,2021-05-06T16:58:00Z,NA,NA,79.1,2.5,78.5193,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",44.98008,-66.88179,696,NA,2021-07-07T11:19:00Z,2021-07-07T14:19:00Z,2021-07-08T15:49:00Z,2021-07-08T18:49:00Z,Y,Y,light,20,hydrozoan,Y,Y,1.8,VR2AR_549649_20210708_1.csv,NA
FI-12B,Fundy Isles,outer bay,546528,VR2AR,60992,A69-1601-60992,gate,November,bay,NA,NA,NA,NA,Viola,"Wilson, B.; Black, M.",44.980369,-66.881238,44° 58.822',-66° 52.874',44.98077,-66.88108,2021-07-07T11:23:00Z,2021-07-07T14:23:00Z,697,NA,80.6,2.5,80.0308,NA,Y,recovered,Viola,"Wilson, B.",44.9805,-66.88085,52,NA,2021-11-29T11:18:00Z,2021-11-29T14:18:00Z,2021-12-10T12:16:00Z,2021-12-10T15:16:00Z,Y,Y,light,20,hydrozoan,Y,Y,7.5,VR2AR_546528_20211210_1.csv,NA
FI-13,Fundy Isles,outer bay,549650,VR2AR,60258,A69-1601-60258,gate,July,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.97187,-66.88795,44° 58.312',-66° 53.277',44.97516,-66.88458,2021-05-06T13:54:00Z,2021-05-06T16:54:00Z,56,NA,87.2,2.5,86.5628,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",44.9763,-66.88473,698,NA,2021-07-07T11:32:00Z,2021-07-07T14:32:00Z,2021-07-08T11:50:00Z,2021-07-08T14:50:00Z,Y,Y,light,0,hydrozoan,Y,Y,1.8,VR2AR_549650_20210708_1.csv,NA
FI-13B,Fundy Isles,outer bay,548180,VR2AR,60644,A69-1601-60644,gate,November,bay,NA,NA,NA,NA,Viola,"Wilson, B.; Black, M.",44.971874,-66.887953,44° 58.312',-66° 53.277',44.97608,-66.88425,2021-07-07T11:34:00Z,2021-07-07T14:34:00Z,699,NA,86.2,2.5,85.5546,NA,Y,recovered,Viola,"Wilson, B.",44.9759,-66.88415,54,NA,2021-11-29T11:39:00Z,2021-11-29T14:39:00Z,2021-12-10T11:13:00Z,2021-12-10T14:13:00Z,Y,Y,clean,0,none,Y,Y,7,VR2AR_548180_20211210_1.csv,NA
FI-14,Fundy Isles,outer bay,549651,VR2AR,60259,A69-1601-60259,gate,July,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.97612,-66.8846,44° 58.567',-66° 53.076',44.97183,-66.88803,2021-05-06T13:50:00Z,2021-05-07T16:50:00Z,NA,NA,89.3,2.5,88.7423,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",44.9719,-66.88788,700,NA,2021-07-07T11:41:00Z,2021-07-07T14:41:00Z,2021-07-08T11:59:00Z,2021-07-08T14:59:00Z,Y,Y,clean,0,none,Y,Y,1.7,VR2AR_549651_20210708_1.csv,NA
FI-14B,Fundy Isles,outer bay,548181,VR2AR,60645,A69-1601-60645,gate,November,bay,NA,NA,NA,NA,Viola,"Wilson, B.; Black, M.",44.976121,-66.884597,44° 58.567',-66° 53.076',44.97197,-66.88815,2021-07-07T11:44:00Z,2021-07-07T14:44:00Z,701,NA,87.5,2.5,86.9203,NA,Y,recovered,Viola,"Wilson, B.",44.97212,-66.88675,55,NA,2021-11-29T11:49:00Z,2021-11-29T14:49:00Z,2021-12-10T12:19:00Z,2021-12-10T15:19:00Z,Y,Y,light,10,hydrozoan,Y,Y,6.6,VR2AR_548181_20211210_1.csv,NA
FI-15,Fundy Isles,outer bay,549652,VR2AR,60260,A69-1601-60260,gate,July,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.96765,-66.89129,44° 58.059',-66° 53.477',44.96808,-66.89204,2021-05-06T13:46:00Z,2021-05-06T16:46:00Z,54,NA,85.8,2.5,85.2286,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",44.96837,-66.89126,702,NA,2021-07-07T11:47:00Z,2021-07-07T14:47:00Z,2021-07-08T12:16:00Z,2021-07-08T15:16:00Z,Y,Y,clean,0,none,Y,Y,1.7,VR2AR_549652_20210708_1.csv,NA
FI-15B,Fundy Isles,outer bay,548182,VR2AR,60646,A69-1601-60646,gate,November,bay,NA,NA,NA,NA,Viola,"Wilson, B.; Black, M.",44.967653,-66.89129,44° 58.059',-66° 53.477',44.96746,-66.89123,2021-07-07T11:51:00Z,2021-07-07T14:51:00Z,703,NA,89.6,2.5,89.0235,NA,Y,recovered,Viola,"Wilson, B.",44.96795,-66.88988,56,NA,2021-11-29T11:51:00Z,2021-11-29T14:51:00Z,2021-12-10T12:05:00Z,2021-12-10T15:05:00Z,Y,Y,light,10,hydrozoan,Y,Y,6.9,VR2AR_548182_20211210_1.csv,NA
FI-16,Fundy Isles,outer bay,549653,VR2AR,60261,A69-1601-60261,gate,July,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.96357,-66.89452,44° 57.814',-66° 53.671',44.96407,-66.89563,2021-05-06T13:43:00Z,2021-05-06T16:43:00Z,53,NA,107.3,2.5,106.658,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",44.944433,-66.63111,na,NA,2021-07-07T11:57:00Z,2021-07-07T14:57:00Z,2021-07-08T15:37:00Z,2021-07-08T18:37:00Z,Y,Y,light,10,hydrozoan,Y,Y,1.6,VR2AR_549653_20210708_1.csv,NA
FI-16B,Fundy Isles,outer bay,548183,VR2AR,60647,A69-1601-60647,gate,November,bay,NA,NA,NA,NA,Viola,"Wilson, B.; Black, M.",44.963573,-66.894516,44° 57.814',-66° 53.671',44.9634,-66.89439,2021-07-07T12:01:00Z,2021-07-07T15:01:00Z,704,NA,106,2.5,105.398,NA,Y,recovered,Viola,"Wilson, B.",44.96416,-66.89145,57,NA,2021-11-29T12:07:00Z,2021-11-29T15:07:00Z,2021-12-10T13:59:00Z,2021-12-10T16:59:00Z,Y,Y,clean,0,none,Y,Y,6.6,VR2AR_548183_20211210_1.csv,NA
FI-17,Fundy Isles,outer bay,549654,VR2AR,60262,A69-1601-60262,gate,July,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.95983,-66.89747,44° 57.590',-66° 53.848',44.95987,-66.89754,2021-05-06T13:40:00Z,2021-05-06T16:40:00Z,52,NA,39,2.5,38.3627,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",44.95998,-66.8979,705,NA,2021-07-07T12:08:00Z,2021-07-07T15:08:00Z,2021-07-07T02:34:00Z,2021-07-07T05:34:00Z,Y,Y,light,10,hydrozoan,Y,Y,1.5,VR2AR_549654_20210707_1.csv,NA
FI-17B,Fundy Isles,outer bay,548184,VR2AR,60648,A69-1601-60648,gate,November,bay,NA,NA,NA,NA,Viola,"Wilson, B.; Black, M.",44.959834,-66.897471,44° 57.590',-66° 53.848',44.95955,-66.89746,2021-07-07T12:11:00Z,2021-07-07T15:11:00Z,706,NA,39,2.5,38.3627,NA,Y,recovered,Viola,"Wilson, B.",44.95973,-66.89703,58,NA,2021-11-29T12:12:00Z,2021-11-29T15:12:00Z,2021-12-10T10:31:00Z,2021-12-10T13:31:00Z,Y,Y,light,10,hydrozoan,Y,Y,6.3,VR2AR_548184_20211210_1.csv,NA
HHP-01,Head Harbour Passage,outer bay,548189,VR2AR,60653,A69-1601-60653,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.96403,-66.95423,44° 57.841',-66° 57.254',44.9642,-66.95436,2021-05-06T16:58:00Z,2021-05-06T19:58:00Z,78,NA,29.6,2.5,29.0395,NA,Y,recovered,Salar,"Wilson, B.; Black, M.; Lawrence, M.; English, G.",44.96412,-66.95425,NA,35,2021-11-17T11:55:00Z,2021-11-17T14:55:00Z,2021-11-17T12:25:00Z,2021-11-17T15:25:00Z,Y,Y,clean,0,none,Y,y,6.3,VR2AR_548189_20211118_1.csv,NA
HHP-02,Head Harbour Passage,outer bay,548190,VR2AR,60654,A69-1601-60654,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.96136,-66.94903,44° 57.681',-66° 56.941',44.96127,-66.94888,2021-05-06T16:55:00Z,2021-05-06T19:55:00Z,77,NA,48.9,2.5,48.3416,NA,Y,recovered,Salar,"Wilson, B.; Black, M.; Lawrence, M.; English, G.",44.96315,-66.9316,NA,50,2021-11-17T13:00:00Z,2021-11-17T16:00:00Z,2021-11-18T11:09:00Z,2021-11-18T14:09:00Z,Y,Y,clean,0,none,Y,y,7.5,VR2AR_548190_20211118_1.csv,"stayed on bottom following release, loosened 10 minutes later, tracked down using VR100 to recover having drifted from release position"
HHP-03,Head Harbour Passage,outer bay,548191,VR2AR,60655,A69-1601-60655,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.95872,-66.94388,44° 57.523',-66° 56.633',44.96049,-66.94366,2021-05-06T16:52:00Z,2021-05-06T19:52:00Z,76,NA,54.5,2.5,53.9344,NA,Y,recovered,Salar,"Wilson, B.; Black, M.; Lawrence, M.; English, G.",44.96063,-66.94297,NA,12,2021-11-17T12:14:00Z,2021-11-17T15:14:00Z,2021-11-18T10:57:00Z,2021-11-18T13:57:00Z,Y,Y,clean,0,none,Y,y,6.4,VR2AR_548191_20211118_1.csv,NA
HHP-04,Head Harbour Passage,outer bay,548193,VR2AR,60657,A69-1601-60657,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.95611,-66.9388,44° 57.366',-66° 56.328',44.95628,-66.93891,2021-05-06T16:49:00Z,2021-05-06T19:49:00Z,75,NA,21.1,2.5,20.5088,NA,Y,recovered,Salar,"Wilson, B.; Black, M.; Lawrence, M.; English, G.",44.95648,-66.93817,NA,NA,2021-11-17T12:23:00Z,2021-11-17T15:23:00Z,2021-11-18T09:14:00Z,2021-11-18T12:14:00Z,Y,Y,clean,0,none,Y,y,4.4,VR2AR_548193_20211118_1.csv,NA
HHP-05,Head Harbour Passage,outer bay,548194,VR2AR,60658,A69-1601-60658,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.95411,-66.92707,44° 57.246',-66° 55.624',44.95403,-66.9272,2021-05-06T16:41:00Z,2021-05-06T19:41:00Z,74,NA,69.9,2.5,69.2984,NA,L,adrift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"detached on Oct 9th, 2021 - sync tag no longer heard - likely chaffed off as in high current location"
HHP-06,Head Harbour Passage,outer bay,547436,VR2AR,61900,A69-1601-61900,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.95088,-66.92303,44° 57.053',-66° 55.382',44.95093,-66.92309,2021-05-06T16:38:00Z,2021-05-06T19:38:00Z,73,NA,93.9,2.5,93.3307,NA,y,recovered,Salar,"Wilson, B.; Black, M.; Lawrence, M.; English, G.",45.95168,-66.92155,NA,60,2021-11-17T13:14:00Z,2021-11-17T16:14:00Z,2021-11-17T16:57:00Z,2021-11-17T19:57:00Z,Y,Y,clean,0,none,Y,y,5.4,VR2AR_547436_20211117_1.csv,NA
HI-01,Passamaquoddy Bay,inner bay,104649,VR2W,NA,NA,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",45.14217,-67.00184,45° 8.530',-67° 0.111',45.142,-67.0015,2021-05-07T12:10:00Z,2021-05-07T15:10:00Z,105,NA,13.5,0.8,12.891,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",45.14229,-67.00654,725,15.4,2021-07-26T10:31:00Z,2021-07-26T13:31:00Z,2021-07-26T12:48:00Z,2021-07-26T15:48:00Z,Y,Y,clean,0,none,Y,y,0.5,VR2W_104649_20210726_1.csv,NA
HI-02,Passamaquoddy Bay,inner bay,108755,VR2W,NA,NA,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",45.13569,-66.9957,45° 8.142',-66° 59.742',45.13562,-66.99578,2021-05-07T12:03:00Z,2021-05-07T15:03:00Z,104,NA,28,0.8,27.3831,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",45.13589,-66.99525,726,23.5,2021-07-26T10:24:00Z,2021-07-26T13:24:00Z,2021-07-26T12:57:00Z,2021-07-26T15:57:00Z,Y,Y,clean,0,none,Y,y,0.7,VR2W_108755_20210726_1.csv,NA
HI-03,Passamaquoddy Bay,inner bay,108835,VR2W,NA,NA,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",45.12979,-66.99526,45° 7.788',-66° 59.715',45.13043,-66.99505,2021-05-07T11:56:00Z,2021-05-07T14:56:00Z,103,NA,28.4,0.8,27.7544,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",45.13055,-66.99626,727,25.6,2021-07-26T10:20:00Z,2021-07-26T13:20:00Z,2021-07-26T13:04:00Z,2021-07-26T16:04:00Z,Y,Y,clean,0,none,Y,y,0.5,VR2W_108835_20210726_1.csv,NA
HI-04,Passamaquoddy Bay,inner bay,109571,VR2W,NA,NA,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",45.12444,-67.00639,45° 7.466',-67° 0.384',45.12468,-67.00636,2021-05-07T11:48:00Z,2021-05-07T14:48:00Z,102,NA,12,0.8,11.4036,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",45.12473,-67.00151,728,13.9,2021-07-26T10:12:00Z,2021-07-26T13:12:00Z,2021-07-26T13:09:00Z,2021-07-26T16:09:00Z,Y,Y,clean,0,none,Y,y,0.8,VR2W_109571_20210726_1.csv,NA
HW-01,Limekiln Harbour,outer bay,124697,VR2W,NA,NA,point,November,weir,Connors,NA,NA,Eagle Island,Groundskeeper,"Wilson, B.; Black, M.",45.02389,-66.86777,45° 1.433',-66° 52.066',45.02365,-66.86737,2021-05-06T15:29:00Z,2021-05-06T18:29:00Z,68,NA,35.8,0.8,35.2304,NA,Y,recovered,lobster boat,fisherman,45.02365,-66.86737,na,NA,2022-01-06T12:00:00Z,2022-01-06T15:00:00Z,2022-01-07T11:24:00Z,2022-01-07T14:24:00Z,Y,Y,medium,20,jingle shells,Y,Y,0.9,VR2W_124697_20220107_1.csv,float not spotted on recovery attempts; seen as late as early November; recovered by fisherman on Jan 6th
HW-02,Head Harbour Passage,coastal,124699,VR2W,NA,NA,point,November,weir,Connors,NA,NA,Ship Head,Groundskeeper,"Wilson, B.; Black, M.",44.91321,-66.88863,44° 54.793',-66° 53.318',44.91311,-66.88821,2021-05-06T13:14:00Z,2021-05-06T16:14:00Z,51,NA,12.7,0.8,12.1251,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",44.91318,-66.88791,74,30,2021-11-30T12:30:00Z,2021-11-30T15:30:00Z,2021-11-30T12:36:00Z,2021-11-30T15:36:00Z,Y,Y,light,10,hydrozoan,Y,Y,0.8,VR2W_124699_20211130_1.csv,NA
HW-03,The Wolves,coastal,124702,VR2W,NA,NA,point,November,weir,Connors,NA,NA,Paul's Cove,Eubalaena,"Wilson, B.; Black, M.",44.97757,-66.71221,44° 58.654',-66° 42.733',44.97745,-66.71253,2021-05-04T09:54:00Z,2021-05-04T12:54:00Z,28,20,20.2,0.8,19.5706,NA,y,recovered,Viola,"Black, M.; Wilson, B.; Bradford, H.",44.9763,-66.71302,8,17.8,2021-11-23T09:57:00Z,2021-11-23T12:57:00Z,2021-11-23T10:22:00Z,2021-11-23T13:22:00Z,Y,Y,medium,50,bryozoan,Y,y,0.7,VR2W_124702_20211123_1.csv,NA
HW-04,The Wolves,coastal,126630,VR2W,NA,NA,point,November,weir,Connors,NA,NA,Southern Cove,Eubalaena,"Wilson, B.; Black, M.",44.96708,-66.71148,44° 58.025',-66° 42.689',44.96708,-66.71152,2021-05-04T10:12:00Z,2021-05-04T13:12:00Z,29,5,2.7,0.8,2.11814,NA,y,recovered,Viola,"Black, M.; Wilson, B.; Bradford, H.",44.96698,-66.7107,9,18.2,2021-11-23T10:13:00Z,2021-11-23T13:13:00Z,2021-11-23T10:31:00Z,2021-11-23T13:31:00Z,Y,Y,light,20,jingle shells,Y,y,1,VR2W_126630_20211123_1.csv,NA
HW-05,Grand Manan,coastal,126636,VR2W,NA,NA,point,November,weir,Connors,NA,NA,Money Cove,Eubalaena,"Wilson, B.; Black, M.",44.77776,-66.82203,44° 46.666',-66° 49.322',44.77796,-66.82214,2021-05-04T13:58:00Z,2021-05-04T16:58:00Z,32,5,5.8,0.8,5.1992,NA,y,recovered,C&P,fisheries officers,44.77796,-66.82214,na,NA,2021-12-04T12:00:00Z,2021-12-04T15:00:00Z,2022-01-06T12:30:00Z,2022-01-06T15:30:00Z,y,y,medium,20,jingle shells,y,y,0.8,VR2W_126636_20220106_1.csv,NA
HW-06,Grand Manan,coastal,126639,VR2W,NA,NA,point,November,weir,Connors,NA,NA,Jubilee,Eubalaena,"Wilson, B.; Black, M.",44.77906,-66.74905,44° 46.744',-66° 44.943',44.778471,-66.750132,2021-05-04T13:10:00Z,2021-05-04T16:10:00Z,NA,30,32.2,0.8,31.5658,NA,y,recovered,C&P,fisheries officers,44.778471,-66.750132,na,NA,2021-12-04T13:00:00Z,2021-12-04T16:00:00Z,2022-01-06T12:48:00Z,2022-01-06T15:48:00Z,y,y,medium,20,jingle shells,y,y,0.8,VR2W_126639_20220106_1.csv,NA
LLP-I-01,Little L'etete Passage,inner bay,545684,VR2AR,60148,A69-1601-60148,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",45.04086,-66.93968,45° 2.452',-66° 56.381',45.04067,-66.93962,2021-05-07T14:28:00Z,2021-05-07T17:28:00Z,113,NA,21.6,2.5,21.0194,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",45.04053,-66.93912,665,NA,2021-07-05T13:05:00Z,2021-07-05T16:05:00Z,2021-07-05T13:50:00Z,2021-07-05T16:50:00Z,Y,Y,light,20,hydrozoan,Y,y,3.4,VR2AR_545684_20210705_1.csv,NA
LLP-I-02,Little L'etete Passage,inner bay,546382,VR2AR,60846,A69-1601-60846,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",45.03931,-66.94215,45° 2.359',-66° 56.529',45.03934,-66.94204,2021-05-07T14:31:00Z,2021-05-07T17:31:00Z,114,NA,26.8,2.5,26.1889,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",45.039516,-66.94185,76,NA,2021-11-30T13:43:00Z,2021-11-30T16:43:00Z,2021-12-10T10:26:00Z,2021-12-10T13:26:00Z,Y,Y,light,25,hydrozoan,Y,Y,6.6,VR2AR_546382_20211210_1.csv,NA
LLP-O-01,Little L'etete Passage,inner bay,546501,VR2AR,60965,A69-1601-60965,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",45.03634,-66.93973,45° 2.180',-66° 56.384',45.03639,-66.93943,2021-05-07T14:33:00Z,2021-05-07T17:33:00Z,115,NA,16.4,2.5,15.8487,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",45.03702,-66.93644,667,NA,2021-07-05T13:15:00Z,2021-07-05T16:15:00Z,2021-07-05T14:11:00Z,2021-07-05T17:11:00Z,Y,Y,clean,0,none,Y,y,2.7,VR2AR_546501_20210705_1.csv,NA
