station,area,habitat,receiver,model,transmit_id,code_set,type,ret_req,target,company,bma,farm_id,farm_name,vessel,techs,lat_dd,long_dd,lat_ddm,long_ddm,lat_deploy_dd,long_deploy_dd,deploy_datetime_utc_3,deploy_datetime_utc,gps,recorded_deploy_depth,est_depth,riser_length,instrument_depth,deployment_comments,retrieved_y_n_l,status,retreival_vessel,retrieval_techs,retrieval_latitude_dd,retrieval_longitude_dd,gps_id,ret_depth,ret_datetime_utc_3,ret_datetime_utc,offload_datetime_utc_3,offload_datetime_utc,saved_in_folder,backed_up,fouling,hydrophone_coverage,organisms,data_check,added_to_vue_y_n,log_size,filename,retrieval_comments
LLP-O-02,Little L'etete Passage,inner bay,546528,VR2AR,60992,A69-1601-60992,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",45.03702,-66.93764,45° 2.221',-66° 56.258',45.03721,-66.93757,2021-05-07T14:34:00Z,2021-05-07T17:34:00Z,116,NA,28.8,2.5,28.2264,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",45.03632,-66.93894,666,NA,2021-07-05T13:11:00Z,2021-07-05T16:11:00Z,2021-07-05T14:04:00Z,2021-07-05T17:04:00Z,Y,Y,light,20,hydrozoan,Y,y,3.5,VR2AR_546528_20210705_1.csv,NA
LN-01,Lubec Narrows,outer bay,546690,VR2AR,61154,A69-1601-61154,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.86503,-66.98209,44° 51.901',-66° 58.925',44.86383,-66.98161,2021-05-06T11:30:00Z,2021-05-06T14:30:00Z,NA,NA,5.7,2.5,5.07203,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",45.86495,-66.98178,69,7,2021-11-30T10:54:00Z,2021-11-30T13:54:00Z,2021-11-30T11:47:00Z,2021-11-30T14:47:00Z,Y,Y,medium,25,jingle shells,Y,Y,4.5,VR2AR_546690_20211130_1.csv,NA
LR-01,Maces Bay,coastal,108835,VR2W,NA,NA,gate,November,river,NA,NA,NA,NA,Salar,"Wilson, B.; Black, M.",45.14007,-66.49307,NA,NA,45.14002,-66.49302,2021-07-27T13:46:00Z,2021-07-27T16:46:00Z,729,5.8,4,0.8,3.4,NA,Y,recovered,Princecraft,"Black, M.; Wilson, B.",45.13988,-66.49283,79,NA,2021-12-03T11:49:00Z,2021-12-03T14:49:00Z,2021-12-03T16:25:00Z,2021-12-03T19:25:00Z,Y,Y,light,0,none,Y,Y,0.4,VR2W_108835_20211203_1.csv,NA
LR-01B,Maces Bay,coastal,547436,VR2AR,61901,A69-1601-61901,gate,April,river,NA,NA,NA,NA,Princecraft,"Wilson, B.; Black, M.",NA,NA,NA,NA,45.13988,-66.49294,2021-12-03T11:54:00Z,2021-12-03T14:54:00Z,80,NA,4,2.5,3.4,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LR-02,Maces Bay,coastal,108755,VR2W,NA,NA,gate,November,river,NA,NA,NA,NA,Salar,"Wilson, B.; Black, M.",NA,NA,NA,NA,45.15033,-66.48711,2021-07-27T14:05:00Z,2021-07-27T17:05:00Z,730,5.9,1.2,0.8,0.6,NA,Y,recovered,Princecraft,"Black, M.; Wilson, B.",45.14985,-66.48722,78,NA,2021-12-03T11:41:00Z,2021-12-03T14:41:00Z,2021-12-03T16:21:00Z,2021-12-03T19:21:00Z,Y,Y,light,0,none,Y,y,0.4,VR2W_108755_20211203_1.csv,NA
MI-01,Passamaquoddy Bay,inner bay,133266,VR2W,NA,NA,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",45.11198,-67.03344,45° 6.718',-67° 2.006',45.11214,-67.03323,2021-05-07T11:22:00Z,2021-05-07T14:22:00Z,98,NA,14.7,0.8,14.0961,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",45.11208,-67.03343,NA,14.4,2021-07-26T09:45:00Z,2021-07-26T12:45:00Z,2021-07-26T13:30:00Z,2021-07-26T16:30:00Z,Y,Y,clean,0,none,Y,y,0.5,VR2W_133266_20210726_1.csv,NA
MI-02,Passamaquoddy Bay,inner bay,133267,VR2W,NA,NA,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",45.11456,-67.02765,45° 6.873',-67° 1.659',45.11474,-67.0272,2021-05-07T11:28:00Z,2021-05-07T14:28:00Z,99,NA,19.1,0.8,18.4862,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",45.11496,-67.02791,721,14.6,2021-07-26T09:51:00Z,2021-07-26T12:51:00Z,2021-07-26T13:24:00Z,2021-07-26T16:24:00Z,Y,Y,clean,0,none,Y,Y,0.6,VR2W_133267_20210726_1.csv,NA
MI-03,Passamaquoddy Bay,inner bay,133268,VR2W,NA,NA,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",45.11711,-67.02193,45° 7.027',-67° 1.316',45.1171,-67.02221,2021-05-07T11:33:00Z,2021-05-07T14:33:00Z,100,NA,25.6,0.8,25.0077,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",45.11725,-67.02246,722,22,2021-07-26T09:56:00Z,2021-07-26T12:56:00Z,2021-07-26T13:16:00Z,2021-07-26T16:16:00Z,Y,Y,clean,0,none,Y,y,0.5,VR2W_133268_20210726_1.csv,NA
MI-04,Passamaquoddy Bay,inner bay,133269,VR2W,NA,NA,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",45.11966,-67.01622,45° 7.180',-67° 0.973',45.11988,-67.01579,2021-05-07T11:38:00Z,2021-05-07T14:38:00Z,101,NA,29,0.8,28.4087,NA,L,on bottom,NA,NA,NA,NA,723,NA,NA,NA,NA,NA,NA,NA,clean,0,none,NA,NA,NA,NA,"weld of rebar cage gave way under Viola, on bottom w/o surface float"
MR-B-01,Magaguadavic River,river,482654,VR2Tx,62654,A69-1601-62654,gate,July,river,NA,NA,NA,NA,Princecraft,"Wilson, B.; Black, M.",45.12645,-66.82384,45° 7.587',-66° 49.430',45.12638,-66.824,2021-04-27T13:56:00Z,2021-04-27T16:56:00Z,6,NA,1.1,0.8,0.51133,NA,Y,recovered,Salar,"Black, M.; Wilson, B.",45.12635,-66.8239,NA,3.3,2021-06-28T12:07:00Z,2021-06-28T15:07:00Z,2021-06-30T09:45:00Z,2021-06-30T12:45:00Z,Y,Y,light,0,none,Y,Y,0.9,VR2Tx_482654_20210630_1.csv,NA
MR-B-01B,Magaguadavic River,river,109571,VR2W,NA,NA,gate,November,river,NA,NA,NA,NA,Princecraft,"Wilson, B.; Black, M.",44.667051,-66.720175,44° 40.023',-66° 43.211',45.12651,-66.82368,2021-05-06T12:00:00Z,2021-05-06T15:00:00Z,NA,NA,11.8,0.8,11.224,NA,y,recovered,Viola,"Black, M.; Wilson, B.",45.16259,-66.98361,84,NA,2021-12-03T14:11:00Z,2021-12-03T17:11:00Z,2021-12-03T16:30:00Z,2021-12-03T19:30:00Z,Y,Y,light,0,none,Y,Y,0.5,VR2W_109571_20211203_1.csv,NA
MR-D-01,Magaguadavic River,river,482655,VR2Tx,62655,A69-1601-62655,gate,July,river,NA,NA,NA,NA,Princecraft,"Wilson, B.; Black, M.",45.13033,-66.82974,45° 7.820',-66° 49.784',45.13035,-66.82986,2021-05-12T12:19:00Z,2021-05-12T15:19:00Z,123,1,2,0.8,1.4,NA,Y,recovered,Princecraft,"Trudel, M.; Wilson, B.",45.13036,-66.82972,651,2.5,2021-06-29T11:29:00Z,2021-06-29T14:29:00Z,2021-06-30T09:28:00Z,2021-06-30T12:28:00Z,Y,Y,clean,0,none,Y,y,1.7,VR2Tx_482655_20210630_1.csv,NA
MR-D-02,Magaguadavic River,river,482656,VR2Tx,62656,A69-1601-62656,gate,July,river,NA,NA,NA,NA,Princecraft,"Wilson, B.; Black, M.",45.12824,-66.8303,45° 7.694',-66° 49.818',45.12837,-66.83038,2021-05-13T12:24:00Z,2021-05-13T15:24:00Z,124,1,2,0.8,1.4,NA,Y,recovered,Princecraft,"Trudel, M.; Wilson, B.",45.12845,-66.8304,650,2.5,2021-06-29T11:24:00Z,2021-06-29T14:24:00Z,2021-06-30T09:33:00Z,2021-06-30T12:33:00Z,Y,Y,clean,0,none,Y,y,1.5,VR2Tx_482656_20210630_1.csv,NA
MR-D-03,Magaguadavic River,estuary,482657,VR2Tx,62657,A69-1601-62657,gate,July,river,NA,NA,NA,NA,Princecraft,"Wilson, B.; Black, M.",45.12786,-66.82584,45° 7.671',-66° 49.551',45.128206,-66.826559,2021-04-27T13:51:00Z,2021-04-27T16:51:00Z,NA,1,1.2,0.8,0.6,NA,Y,recovered,Princecraft,"Trudel, M.; Wilson, B.",45.12833,-66.82667,655,1,2021-06-29T12:29:00Z,2021-06-29T15:29:00Z,2021-06-29T15:12:00Z,2021-06-29T18:12:00Z,Y,Y,clean,0,none,Y,Y,0.5,VR2Tx_482657_20210629_1.csv,"possibly moved further into gorge; almost grounded out at low water, in between a ledge - not likely great efficiency"
MR-I-01,Magaguadavic River,estuary,482658,VR2Tx,62658,A69-1601-62658,gate,July,river,NA,NA,NA,NA,Princecraft,"Wilson, B.; Black, M.",45.1236,-66.82967,45° 7.416',-66° 49.780',45.12355,-66.82967,2021-04-27T14:25:00Z,2021-04-27T17:25:00Z,9,NA,2.4,0.8,1.75365,NA,Y,recovered,Salar,"Black, M.; Wilson, B.",45.12356,-66.829580000000007,NA,3.2,2021-06-28T11:55:00Z,2021-06-28T14:55:00Z,2021-06-30T10:23:00Z,2021-06-30T13:23:00Z,Y,Y,clean,0,none,Y,Y,0.9,VR2Tx_482658_20210630_1.csv,NA
MR-I-02,Magaguadavic River,estuary,482659,VR2Tx,62659,A69-1601-62659,gate,July,river,NA,NA,NA,NA,Princecraft,"Wilson, B.; Black, M.",45.12071,-66.8363,45° 7.243',-66° 50.178',45.1212,-66.83616,2021-04-27T14:22:00Z,2021-04-27T17:22:00Z,8,1,1,0.8,0.4,NA,Y,recovered,Salar,"Black, M.; Wilson, B.",45.12125,-66.836,NA,4.8,2021-06-28T11:47:00Z,2021-06-28T14:47:00Z,2021-06-30T10:28:00Z,2021-06-30T13:28:00Z,Y,Y,light,0,barnacles,Y,Y,1.2,VR2Tx_482659_20210630_1.csv,NA
MR-I-03,Magaguadavic River,estuary,482661,VR2Tx,62661,A69-1601-62661,gate,July,river,NA,NA,NA,NA,Princecraft,"Wilson, B.; Black, M.",45.11931,-66.84371,45° 7.158',-66° 50.623',45.11969,-66.84387,2021-04-27T14:19:00Z,2021-04-27T17:19:00Z,7,NA,1.2,0.8,0.6,NA,Y,recovered,Salae,"Black, M.; Wilson, B.",45.119766,-66.84376,NA,4.9,2021-06-28T11:40:00Z,2021-06-28T14:40:00Z,2021-06-30T10:34:00Z,2021-06-30T13:34:00Z,Y,Y,light,0,barnacles,Y,Y,1.2,VR2Tx_482661_20210630_1.csv,NA
MR-I-04,Magaguadavic River,estuary,482662,VR2Tx,62662,A69-1601-62662,gate,July,river,NA,NA,NA,NA,Princecraft,"Wilson, B.; Black, M.",45.12145,-66.85099,45° 7.287',-66° 51.059',45.12145,-66.85098,2021-04-27T12:50:00Z,2021-04-27T15:50:00Z,NA,NA,3.8,0.8,3.22226,NA,Y,recovered,Salar,"Black, M.; Wilson, B.",45.12165,-66.851133,NA,4.5,2021-06-28T12:39:00Z,2021-06-28T15:39:00Z,2021-06-30T10:49:00Z,2021-06-30T13:49:00Z,Y,Y,light,0,barnacles,Y,Y,1.2,VR2Tx_482662_20210630_1.csv,NA
MR-I-05,Magaguadavic River,estuary,482664,VR2Tx,62664,A69-1601-62664,gate,July,river,NA,NA,NA,NA,Princecraft,"Wilson, B.; Black, M.",45.12046,-66.85858,45° 7.227',-66° 51.515',45.12047,-66.8585,2021-04-27T12:44:00Z,2021-04-27T15:44:00Z,5,NA,1.1,0.8,0.5,NA,Y,recovered,Salar,"Black, M.; Wilson, B.",45.1205,-66.85838,NA,3.9,2021-06-28T12:46:00Z,2021-06-28T15:46:00Z,2021-06-30T10:55:00Z,2021-06-30T13:55:00Z,Y,Y,clean,0,none,Y,Y,1.3,VR2Tx_482664_20210630_1.csv,NA
MR-I-06,Magaguadavic River,estuary,482665,VR2Tx,62665,A69-1601-62665,gate,July,river,NA,NA,NA,NA,Princecraft,"Wilson, B.; Black, M.",45.12293,-66.86564,45° 7.376',-66° 51.938',45.12278,-66.8658,2021-04-27T12:38:00Z,2021-04-27T15:38:00Z,4,NA,1.4,0.8,0.8,NA,Y,recovered,Salar,"Black, M.; Wilson, B.",45.1228,-66.86578,NA,3.7,2021-06-28T12:52:00Z,2021-06-28T15:52:00Z,2021-06-30T11:02:00Z,2021-06-30T14:02:00Z,Y,Y,clean,0,none,Y,Y,1.1,VR2Tx_482665_20210630_1.csv,NA
MR-M-01,Magaguadavic River,estuary,482666,VR2Tx,62666,A69-1601-62666,gate,July,river,NA,NA,NA,NA,Princecraft,"Wilson, B.; Black, M.",45.12006,-66.87308,45° 7.204',-66° 52.385',45.12006,-66.87316,2021-04-27T12:30:00Z,2021-04-27T15:30:00Z,3,NA,2.2,0.8,1.6274,NA,Y,recovered,Salar,"Black, M.; Wilson, B.",45.1166,-66.879283,NA,4,2021-06-28T13:10:00Z,2021-06-28T16:10:00Z,2021-06-30T11:15:00Z,2021-06-30T14:15:00Z,Y,Y,clean,0,none,Y,Y,0.8,VR2Tx_482666_20210630_1.csv,NA
MR-M-02,Magaguadavic River,estuary,482667,VR2Tx,62667,A69-1601-62667,gate,July,river,NA,NA,NA,NA,Princecraft,"Wilson, B.; Black, M.",45.11656,-66.87942,45° 6.993',-66° 52.765',45.11657,-66.87933,2021-04-27T12:24:00Z,2021-04-27T15:24:00Z,2,NA,2.3,0.8,1.67112,NA,Y,recovered,Salar,"Black, M.; Wilson, B.",45.12015,-66.87245,NA,3.4,2021-06-28T13:01:00Z,2021-06-28T16:01:00Z,2021-06-30T11:18:00Z,2021-06-30T14:18:00Z,Y,Y,clean,0,none,Y,Y,0.7,VR2Tx_482667_20210630_1.csv,NA
MR-M-03,Magaguadavic River,estuary,484577,VR2Tx,62014,A69-1601-62014,gate,July,river,NA,NA,NA,NA,Princecraft,"Wilson, B.; Black, M.",45.1125,-66.88573,45° 6.750',-66° 53.144',45.11239,-66.88557,2021-04-27T12:16:00Z,2021-04-27T15:16:00Z,1,NA,2.2,0.8,1.6,NA,Y,recovered,Salar,"Black, M.; Wilson, B.",45.11251,-66.88563,NA,4,2021-06-28T11:02:00Z,2021-06-28T14:02:00Z,2021-06-30T11:22:00Z,2021-06-30T14:22:00Z,Y,Y,clean,0,none,Y,Y,0.9,VR2Tx_484577_20210630_1.csv,sunken into mud
MR-O-01,Magaguadavic River,estuary,484578,VR2Tx,62031,A69-1601-62031,gate,July,river,NA,NA,NA,NA,Princecraft,"Wilson, B.; Black, M.",45.10982,-66.89468,45° 6.589',-66° 53.681',45.10982,-66.89478,2021-04-27T11:50:00Z,2021-04-27T14:50:00Z,213,NA,9.4,0.8,8.80112,NA,Y,recovered,Princecraft,"Trudel, M.; Wilson, B.",45.10988,-66.89471,673,8.5,2021-07-06T11:30:00Z,2021-07-06T14:30:00Z,2021-07-06T11:36:00Z,2021-07-06T14:36:00Z,Y,Y,clean,0,urchins,Y,Y,1,VR2Tx_484578_20210706_1.csv,NA
MR-O-01B,Magaguadavic River,estuary,124674,VR2W,NA,NA,gate,November,river,NA,NA,NA,NA,Viola,"Wilson, B.; Black, M.",45.10982,-66.894679,45° 6.5890',-66° 53.681',45.10976,-66.89475,2021-07-06T12:39:00Z,2021-07-06T15:39:00Z,678,12.7,10.9,0.8,10.306,NA,y,recovered,Viola,"Black, M.; Wilson, B.",45.10922,-66.8946,21,21.4,2021-11-24T11:07:00Z,2021-11-24T14:07:00Z,2021-11-24T11:30:00Z,2021-11-24T14:30:00Z,Y,Y,clean,0,none,Y,Y,0.4,VR2W_124674_20211124_1.csv,NA
MR-O-01C,Passamaquoddy Bay,estuary,480909,VR2Tx,62909,A69-1601-62909,gate,April,river,NA,NA,NA,NA,Viola,"Wilson, B.; Black, M.",45.10982,-66.894679,NA,NA,45.11438,-66.90001,2021-11-24T11:10:00Z,2021-11-24T14:10:00Z,20,NA,16.3,0.8,15.7008,NA,y,recovered,Salar,"Black, M.; Wilson, B.; English, G.; Acheson, C.",45.119,-66.9025,23,NA,2022-05-25T12:16:00Z,2022-05-25T15:16:00Z,2022-05-25T16:17:00Z,2022-05-25T19:17:00Z,Y,Y,clean,0,none,Y,Y,NA,VR2Tx_480909_20220525_1.csv,NA
MR-O-02B,Magaguadavic River,estuary,124675,VR2W,NA,NA,gate,November,river,NA,NA,NA,NA,Viola,"Wilson, B.; Black, M.",45.115579,-66.901,45° 6.9348',-66° 54.06',45.11583,-66.90104,2021-07-06T12:47:00Z,2021-07-06T15:47:00Z,679,13.8,15.8,0.8,15.1941,NA,y,recovred,Viola,"Black, M.; Wilson, B.",45.11545,-66.9009,19,13.1,2021-11-24T10:56:00Z,2021-11-24T13:56:00Z,2021-11-24T11:07:00Z,2021-11-24T14:07:00Z,Y,Y,clean,0,none,Y,Y,1.3,VR2W_124675_20211124_2.csv,station entered as MR-O-02B in VUE; exported new file as .csv with corrected station
MR-U-01,Magaguadavic River,river,484579,VR2Tx,62038,A69-1601-62038,gate,July,river,NA,NA,NA,NA,Princecraft,"Wilson, B.; Black, M.",45.1422,-66.83351,45° 8.532',-66° 50.011',45.14092,-66.83315,2021-04-27T15:20:00Z,2021-04-27T18:20:00Z,125,1,2,0.8,1.4,NA,Y,recovered,Princecraft,"Trudel, M.; Wilson, B.",45.14103,-66.83313,654,2.5,2021-06-29T11:47:00Z,2021-06-29T14:47:00Z,2021-06-29T16:03:00Z,2021-06-29T19:03:00Z,Y,Y,clean,0,none,Y,y,0.6,VR2Tx_484579_20210629_1.csv,NA
MR-U-02,Magaguadavic River,river,484580,VR2Tx,62081,A69-1601-62081,gate,July,river,NA,NA,NA,NA,Princecraft,"Wilson, B.; Black, M.",45.13581,-66.82456,45° 8.149',-66° 49.473',45.13503,-66.82466,2021-04-27T15:27:00Z,2021-04-27T18:27:00Z,10,1,2,0.8,1.4,NA,Y,recovered,Princecraft,"Trudel, M.; Wilson, B.",45.13507,-66.82469,649,2.5,2021-06-29T11:15:00Z,2021-06-29T14:15:00Z,2021-06-30T10:15:00Z,2021-06-30T13:15:00Z,Y,Y,clean,0,none,Y,y,4.2,VR2Tx_484580_20210630_1.csv,NA
MR-U-03,Magaguadavic River,river,484581,VR2Tx,62082,A69-1601-62082,gate,July,river,NA,NA,NA,NA,Princecraft,"Wilson, B.; Black, M.",45.13202,-66.82256,45° 7.921',-66° 49.353',45.1318,-66.82265,2021-04-27T15:32:00Z,2021-04-27T18:32:00Z,11,1,2,0.8,1.4,NA,Y,recovered,Princecraft,"Trudel, M.; Wilson, B.",45.13186,-66.82254,653,2.5,2021-06-29T11:36:00Z,2021-06-29T14:36:00Z,2021-06-30T10:08:00Z,2021-06-30T13:08:00Z,Y,Y,clean,0,none,Y,y,3.1,VR2Tx_484581_20210630_1.csv,NA
MR-U-04,Magaguadavic River,river,484582,VR2Tx,62083,A69-1601-62083,gate,July,river,NA,NA,NA,NA,Princecraft,"Wilson, B.; Black, M.",45.13088,-66.82601,45° 7.853',-66° 49.561',45.13074,-66.82584,2021-04-27T15:36:00Z,2021-04-27T18:36:00Z,12,1,2,0.8,1.4,NA,Y,recovered,Princecraft,"Trudel, M.; Wilson, B.",45.13069,-66.82585,652,2.5,2021-06-29T11:32:00Z,2021-06-29T14:32:00Z,2021-06-30T09:59:00Z,2021-06-30T12:59:00Z,Y,Y,clean,0,none,Y,y,3.8,VR2Tx_484582_20210630_1.csv,NA
NH-01,Passamaquoddy Bay,inner bay,108829,VR2W,NA,NA,point,November,cove,NA,NA,NA,NA,Salar,"Wilson, B.; Black, M.; Lawrence, M.; English, G.",44.98199,-67.00785,NA,NA,44.98255,-67.00909,2021-09-17T12:25:00Z,2021-09-17T15:25:00Z,NA,NA,6.5,0.8,5.9451,NA,Y,recovered,Salar,"Wilson, B.; Black, M.; Lawrence, M.; English, G.",44.9823,-67.00915,NA,8,2021-11-17T14:26:00Z,2021-11-17T17:26:00Z,2021-11-18T08:37:00Z,2021-11-18T11:37:00Z,Y,Y,clean,0,none,Y,y,0.2,VR2W_108829_20211118_1.csv,NA
NR-01,Maces Bay,coastal,134761,VR2W,NA,NA,point,November,beach,NA,NA,NA,NA,Eubalaena,"Wilson, B.; Black, M.",45.13083,-66.53905,45° 7.850',-66° 32.343',45.13071,-66.53903,2021-05-04T08:47:00Z,2021-05-04T11:47:00Z,26,7,7.4,0.8,6.7903,NA,L,on bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NR-02,Maces Bay,coastal,134762,VR2W,NA,NA,point,November,beach,NA,NA,NA,NA,Eubalaena,"Wilson, B.; Black, M.",45.13022,-66.531720000000007,45° 7.813',-66° 31.903',45.12994,-66.53176,2021-05-04T08:56:00Z,2021-05-04T11:56:00Z,27,7,7.2,0.8,6.56563,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NWH-01,Head Harbour Passage,outer bay,108831,VR2W,NA,NA,point,November,cove,NA,NA,NA,NA,Salar,"Wilson, B.; Black, M.; Lawrence, M.; English, G.",44.98499,-66.94989,NA,NA,44.98569,-66.951344,2021-09-17T13:25:00Z,2021-09-17T16:25:00Z,NA,NA,3.2,0.8,2.6,NA,Y,recovered,Salar,"Wilson, B.; Black, M.; Lawrence, M.; English, G.",44.9823,-67.00915,NA,8,2021-11-17T11:35:00Z,2021-11-17T14:35:00Z,2021-11-18T08:50:00Z,2021-11-18T11:50:00Z,Y,Y,clean,0,none,Y,y,0.2,VR2W_108831_20211118_1.csv,NA
PB-01,Passamaquoddy Bay,estuary,124674,VR2W,NA,NA,gate,November,river,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",45.13068,-66.90888,45° 7.841',-66° 54.533',45.13086,-66.90904,2021-05-07T13:23:00Z,2021-05-07T16:23:00Z,109,NA,9.4,0.8,8.82739,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",45.13102,-66.90944,677,9.6,2021-07-06T11:57:00Z,2021-07-06T14:57:00Z,2021-07-06T12:04:00Z,2021-07-06T15:04:00Z,Y,Y,clean,0,none,Y,y,0.6,VR2W_124674_20210706_1.csv,NA
PB-02,Passamaquoddy Bay,estuary,124675,VR2W,NA,NA,gate,November,river,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",45.1262,-66.90894,45° 7.572',-66° 54.537',45.1265,-66.90941,2021-05-07T13:32:00Z,2021-05-07T16:32:00Z,110,NA,10.3,0.8,9.6821,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",45.12655,-66.90955,676,10.9,2021-07-06T11:51:00Z,2021-07-06T14:51:00Z,2021-07-06T12:18:00Z,2021-07-06T15:18:00Z,Y,Y,clean,0,barnacles,Y,y,0.5,VR2W_124675_20210706_1.csv,NA
PB-03,Passamaquoddy Bay,estuary,124676,VR2W,NA,NA,gate,November,river,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",45.12188,-66.90901,45° 7.313',-66° 54.540',45.12159,-66.909,2021-05-07T13:39:00Z,2021-05-07T16:39:00Z,111,NA,13.2,0.8,12.6424,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",45.12165,-66.90932,675,13.8,2021-07-06T11:44:00Z,2021-07-06T14:44:00Z,2021-07-06T12:27:00Z,2021-07-06T15:27:00Z,Y,Y,clean,0,barnacles,Y,y,0.5,VR2W_124676_20210706_1.csv,NA
PB-04,Passamaquoddy Bay,estuary,124677,VR2W,NA,NA,gate,November,river,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",45.11771,-66.90907,45° 7.063',-66° 54.544',45.11793,-66.90957,2021-05-07T13:46:00Z,2021-05-07T16:46:00Z,112,NA,15.5,0.8,14.9495,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",45.11803,-66.91011,674,19,2021-07-06T11:39:00Z,2021-07-06T14:39:00Z,2021-07-06T12:32:00Z,2021-07-06T15:32:00Z,Y,Y,light,0,barnacles,Y,y,0.5,VR2W_124677_20210706_1.csv,NA
QN-01,Quoddy Narrows,outer bay,548875,VR2AR,61339,A69-1601-61339,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.8194,-66.94785,44° 49.164',-66° 56.871',44.81921,-66.94785,2021-05-06T11:54:00Z,2021-05-06T14:54:00Z,47,NA,10.9,2.5,10.3,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",44.81905,-66.94753,70,NA,2021-11-30T11:18:00Z,2021-11-30T14:18:00Z,2021-12-10T13:42:00Z,2021-12-10T16:42:00Z,Y,Y,light,10,hydrozoan,Y,Y,3.9,VR2AR_548875_20211210_1.csv,NA
QN-02,Quoddy Narrows,outer bay,548876,VR2AR,61340,A69-1601-61340,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.82261,-66.94306,44° 49.357',-66° 56.584',44.82244,-66.9431,2021-05-06T12:03:00Z,2021-05-06T15:03:00Z,48,NA,8.3,2.5,7.66839,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",44.82218,-66.94266,71,NA,2021-11-30T11:24:00Z,2021-11-30T14:24:00Z,2021-12-10T14:02:00Z,2021-12-10T17:02:00Z,Y,Y,light,10,hydrozoan,Y,Y,4.4,VR2AR_548876_20211210_1.csv,NA
QN-03,Quoddy Narrows,outer bay,548877,VR2AR,61341,A69-1601-61341,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.82582,-66.93828,44° 49.549',-66° 56.296',44.8259,-66.93818,2021-05-06T12:06:00Z,2021-05-06T15:06:00Z,49,NA,13.1,2.5,12.4795,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",44.82405,-66.94753,72,NA,2021-11-30T11:31:00Z,2021-11-30T14:31:00Z,2021-12-10T13:48:00Z,2021-12-10T16:48:00Z,Y,Y,light,10,hydrozoan,Y,Y,3.9,VR2AR_548877_20211210_1.csv,NA
